assignment_vector,y_obs,rnd_vector,x,x2
-1,1,1,1.875084014,-3.348203427
1,-1,1,1.937299812,-3.305351116
1,-1,1,1.99855701,-3.261348629
-1,1,1,2.058834471,-3.216217061
-1,1,1,2.118111513,-3.169977897
1,-1,1,2.176367924,-3.122652994
1,-1,1,2.233583959,-3.074264579
-1,1,1,2.289740355,-3.02483523
-1,-1,1,2.344818333,-2.974387876
1,-1,1,2.398799606,-2.922945777
1,-1,1,2.451666382,-2.87053252
1,-1,1,2.503401375,-2.817172007
-1,1,1,2.553987805,-2.762888442
1,-1,1,2.603409406,-2.707706323
-1,1,1,2.651650429,-2.651650429
1,-1,1,2.698695653,-2.594745814
-1,1,1,2.744530379,-2.537017786
-1,1,1,2.789140445,-2.478491909
-1,1,1,2.832512222,-2.41919398
-1,1,1,2.874632623,-2.359150025
-1,1,1,2.915489106,-2.298386287
-1,1,1,2.955069673,-2.23692921
1,-1,1,2.993362879,-2.174805433
1,-1,1,3.030357832,-2.112041778
-1,1,1,3.066044195,-2.048665234
-1,1,1,3.100412192,-1.984702951
1,-1,1,3.133452604,-1.920182225
1,-1,1,3.165156779,-1.855130489
-1,1,1,3.195516626,-1.789575297
-1,1,1,3.224524623,-1.723544319
-1,1,1,3.252173813,-1.657065324
-1,1,1,3.27845781,-1.590166171
-1,1,1,3.303370795,-1.522874795
1,-1,1,3.326907519,-1.4552192
1,-1,1,3.349063305,-1.387227442
-1,1,1,3.369834045,-1.318927621
1,1,1,3.389216201,-1.250347869
-1,1,1,3.407206805,-1.181516335
1,-1,1,3.423803459,-1.11246118
1,-1,1,3.439004332,-1.043210559
1,-1,1,3.452808161,-0.973792614
-1,1,1,3.46521425,-0.90423546
1,-1,1,3.476222465,-0.834567176
1,-1,1,3.485833239,-0.76481579
-1,1,1,3.494047561,-0.695009272
1,-1,1,3.500866983,-0.625175521
-1,1,1,3.506293609,-0.555342351
-1,1,1,3.5103301,-0.485537486
-1,1,1,3.512979666,-0.415788544
1,-1,1,3.514246066,-0.346123027
1,-1,1,3.514133601,-0.276568312
-1,1,1,3.512647116,-0.20715164
-1,-1,1,3.50979199,-0.137900103
-1,-1,1,3.505574137,-0.068840634
-1,1,1,3.5,-1.29E-15
-1,1,1,3.493076546,0.068595213
1,-1,1,3.484811264,0.136918607
1,-1,1,3.475212155,0.204943985
-1,1,1,3.464287735,0.272645358
-1,1,1,3.452047021,0.339996956
1,-1,1,3.438499532,0.406973239
-1,1,1,3.423655283,0.473548906
-1,1,1,3.407524775,0.539698904
-1,1,1,3.390118994,0.605398439
1,1,1,3.371449401,0.670622982
1,-1,1,3.35152793,0.735348281
1,-1,1,3.330366977,0.799550371
-1,1,1,3.307979397,0.863205579
-1,1,1,3.284378494,0.926290535
1,-1,1,3.259578019,0.988782182
1,-1,1,3.233592155,1.050657781
1,-1,1,3.20643552,1.111894922
1,-1,1,3.17812315,1.172471531
1,-1,1,3.148670498,1.232365878
1,-1,1,3.118093422,1.291556584
1,-1,1,3.086408181,1.350022632
-1,1,1,3.053631422,1.407743367
1,-1,1,3.019780178,1.464698514
1,-1,1,2.984871856,1.520868174
1,-1,1,2.948924228,1.576232839
-1,1,1,2.911955424,1.630773393
-1,1,1,2.873983923,1.684471125
1,-1,1,2.835028546,1.737307728
1,-1,1,2.795108444,1.789265309
-1,1,1,2.754243091,1.840326397
-1,1,1,2.712452273,1.890473944
-1,1,1,2.669756081,1.939691333
-1,1,1,2.626174903,1.987962384
-1,1,1,2.58172941,2.035271358
1,-1,1,2.53644055,2.081602964
-1,1,1,2.490329537,2.126942358
1,-1,1,2.443417843,2.171275156
-1,1,1,2.395727187,2.214587432
-1,1,1,2.347279524,2.256865724
-1,1,1,2.298097039,2.298097039
1,-1,1,2.248202132,2.338268854
-1,1,1,2.197617414,2.377369124
-1,1,1,2.14636569,2.415386281
1,1,1,2.094469956,2.452309239
-1,1,1,2.041953383,2.488127397
-1,1,1,1.988839312,2.52283064
1,-1,1,1.935151239,2.556409346
1,-1,1,1.880912807,2.588854382
-1,1,1,1.826147798,2.62015711
-1,1,1,1.770880118,2.650309389
-1,1,1,1.71513379,2.679303575
1,-1,1,1.658932943,2.707132522
1,-1,1,1.602301802,2.733789586
-1,1,1,1.545264676,2.759268622
1,1,1,1.487845951,2.783563991
1,-1,1,1.430070074,2.806670551
-1,1,1,1.37196155,2.828583668
1,-1,1,1.313544927,2.849299208
1,-1,1,1.254844784,2.868813541
-1,1,1,1.195885726,2.887123539
1,-1,1,1.136692371,2.904226578
-1,-1,1,1.07728934,2.920120533
1,-1,1,1.017701245,2.934803782
-1,1,1,0.957952683,2.948275201
-1,1,1,0.89806822,2.960534164
1,-1,1,0.838072389,2.971580543
-1,1,1,0.777989672,2.981414703
-1,1,1,0.717844494,2.990037505
1,-1,1,0.657661213,2.997450298
-1,1,1,0.597464111,3.003654921
1,-1,1,0.537277381,3.008653699
1,-1,1,0.477125118,3.012449439
-1,1,1,0.417031315,3.01504543
-1,1,1,0.357019845,3.016445438
-1,1,1,0.297114457,3.016653703
1,-1,1,0.237338765,3.015674935
1,1,1,0.177716239,3.013514311
1,-1,1,0.118270195,3.010177472
-1,1,1,0.059023788,3.005670517
-1,1,1,1.29E-15,3
-1,1,1,-0.058778367,2.993172926
1,-1,1,-0.1172887,2.985196746
1,-1,1,-0.175508583,2.97607935
1,-1,1,-0.23341581,2.965829068
1,-1,1,-0.290988385,2.954454657
-1,1,1,-0.34820454,2.941965304
-1,1,1,-0.405042735,2.928370613
1,-1,1,-0.461481672,2.913680605
-1,1,1,-0.517500299,2.89790571
1,-1,1,-0.573077821,2.881056761
-1,1,1,-0.628193705,2.86314499
-1,1,1,-0.682827689,2.844182017
-1,1,1,-0.73695979,2.824179851
-1,1,1,-0.79057031,2.803150876
1,-1,1,-0.843639843,2.781107851
1,-1,1,-0.896149284,2.758063897
-1,-1,1,-0.948079832,2.734032497
1,-1,1,-0.999413002,2.709027482
-1,1,1,-1.050130628,2.683063031
-1,1,1,-1.100214868,2.656153656
-1,1,1,-1.149648215,2.628314202
1,-1,1,-1.198413499,2.599559835
1,-1,1,-1.246493894,2.569906036
1,-1,1,-1.293872924,2.539368594
-1,1,1,-1.34053447,2.507963595
1,-1,1,-1.386462773,2.47570742
-1,1,1,-1.431642438,2.44261673
1,-1,1,-1.476058445,2.408708464
1,-1,1,-1.519696148,2.373999828
-1,-1,1,-1.56254128,2.338508285
-1,1,1,-1.604579963,2.302251551
1,-1,1,-1.645798706,2.265247584
1,-1,1,-1.686184413,2.227514576
-1,1,1,-1.725724384,2.189070945
-1,1,1,-1.764406322,2.149935323
1,1,1,-1.802218334,2.110126555
1,-1,1,-1.839148937,2.06966368
-1,1,1,-1.87518706,2.028565932
-1,1,1,-1.910322043,1.986852726
1,1,1,-1.944543648,1.944543648
1,-1,1,-1.977842056,1.901658451
1,1,1,-2.01020787,1.858217041
1,-1,1,-2.041632118,1.814239471
-1,1,1,-2.072106256,1.769745932
1,-1,1,-2.10162217,1.724756741
1,-1,1,-2.130172175,1.679292338
1,-1,1,-2.157749019,1.633373268
1,1,1,-2.184345885,1.587020181
1,1,1,-2.209956388,1.540253818
1,-1,1,-2.234574583,1.493095001
1,-1,1,-2.258194958,1.445564628
1,-1,1,-2.28081244,1.397683661
1,-1,1,-2.302422393,1.349473115
1,-1,1,-2.323020619,1.300954055
1,-1,1,-2.342603358,1.252147582
-1,1,1,-2.361167289,1.203074824
-1,1,1,-2.378709526,1.15375693
1,-1,1,-2.395227621,1.104215058
-1,1,1,-2.410719562,1.054470367
1,-1,1,-2.425183773,1.00454401
-1,1,1,-2.43861911,0.954457122
1,-1,1,-2.451024865,0.904230812
-1,1,1,-2.462400759,0.853886155
1,-1,1,-2.472746942,0.803444185
1,-1,1,-2.482063996,0.752925882
-1,1,1,-2.490352924,0.702352164
-1,-1,1,-2.497615157,0.651743883
-1,1,1,-2.503852545,0.601121812
-1,1,1,-2.509067358,0.550506637
1,-1,1,-2.513262281,0.49991895
-1,1,1,-2.516440415,0.449379241
1,-1,1,-2.518605269,0.398907886
-1,-1,1,-2.51976076,0.348525144
1,-1,1,-2.51991121,0.298251146
1,-1,1,-2.519061339,0.248105886
-1,1,1,-2.517216268,0.198109217
-1,1,1,-2.514381506,0.148280837
-1,1,1,-2.510562954,0.098640287
-1,-1,1,-2.505766896,0.049206942
-1,1,1,-2.5,1.22E-15
1,1,1,-2.493269306,-0.048961521
1,-1,1,-2.485582228,-0.097658792
1,-1,1,-2.476946545,-0.146073182
-1,1,1,-2.467370401,-0.194186262
-1,1,1,-2.456862294,-0.241979815
-1,1,1,-2.445431075,-0.289435841
1,-1,1,-2.433085942,-0.336536564
-1,-1,1,-2.419836434,-0.383264439
1,-1,1,-2.405692426,-0.429602159
1,1,1,-2.390664121,-0.47553266
-1,1,1,-2.374762049,-0.521039128
-1,1,1,-2.357997057,-0.566105007
-1,1,1,-2.340380305,-0.610714002
-1,1,1,-2.321923258,-0.654850085
-1,1,1,-2.302637683,-0.698497505
1,-1,1,-2.282535639,-0.741640786
-1,1,1,-2.261629474,-0.784264742
-1,1,1,-2.239931815,-0.826354474
1,-1,1,-2.217455563,-0.867895378
1,-1,1,-2.19421389,-0.908873152
-1,1,1,-2.170220223,-0.949273798
1,-1,1,-2.145488248,-0.98908363
1,-1,1,-2.120031894,-1.028289273
-1,1,1,-2.093865332,-1.066877674
-1,1,1,-2.067002963,-1.104836102
-1,1,1,-2.039459417,-1.142152152
-1,1,1,-2.011249537,-1.178813752
1,-1,1,-1.982388382,-1.214809163
1,1,1,-1.952891211,-1.250126986
1,-1,1,-1.922773478,-1.284756164
1,-1,1,-1.892050829,-1.318685983
-1,1,1,-1.860739087,-1.35190608
-1,1,1,-1.82885425,-1.384406442
1,-1,1,-1.796412479,-1.416177409
1,-1,1,-1.763430097,-1.447209679
1,-1,1,-1.729923572,-1.47749431
1,-1,1,-1.695909517,-1.507022719
-1,1,1,-1.661404678,-1.535786687
1,-1,1,-1.626425928,-1.563778362
1,-1,1,-1.590990258,-1.590990258
-1,1,1,-1.55511477,-1.617415258
1,-1,1,-1.518816668,-1.643046615
1,-1,1,-1.482113252,-1.667877954
1,-1,1,-1.445021908,-1.691903273
-1,1,1,-1.407560099,-1.715116943
1,-1,1,-1.369745363,-1.73751371
-1,1,1,-1.331595297,-1.759088692
1,-1,1,-1.293127555,-1.779837388
-1,1,1,-1.254359838,-1.799755667
-1,1,1,-1.215309885,-1.818839777
-1,1,1,-1.175995467,-1.837086341
-1,1,1,-1.136434378,-1.854492357
-1,1,1,-1.096644429,-1.8710552
-1,1,1,-1.056643435,-1.886772615
1,-1,1,-1.016449214,-1.901642726
1,-1,1,-0.976079574,-1.915664027
1,-1,1,-0.93555231,-1.928835384
-1,1,1,-0.894885189,-1.941156034
-1,1,1,-0.854095951,-1.952625584
1,-1,1,-0.813202294,-1.963244007
-1,-1,1,-0.772221872,-1.973011643
-1,1,1,-0.731172283,-1.981929197
1,-1,1,-0.690071066,-1.989997735
1,-1,1,-0.648935688,-1.997218684
-1,-1,1,-0.607783543,-2.003593828
1,-1,1,-0.566631939,-2.009125306
-1,1,1,-0.525498095,-2.013815611
1,-1,1,-0.48439913,-2.017667585
-1,1,1,-0.44335206,-2.020684417
1,-1,1,-0.402373789,-2.022869641
1,-1,1,-0.361481101,-2.024227131
-1,1,1,-0.320690653,-2.024761098
-1,-1,1,-0.280018973,-2.02447609
-1,1,1,-0.239482447,-2.023376981
-1,1,1,-0.199097316,-2.021468976
-1,1,1,-0.158879669,-2.018757601
1,-1,1,-0.118845435,-2.015248701
-1,-1,1,-0.079010379,-2.010948435
1,-1,1,-0.039390095,-2.005863276
1,-1,1,-1.10E-15,-2
-1,1,1,0.039144674,-1.993365686
1,-1,1,0.078028884,-1.98596771
-1,1,1,0.11663778,-1.97781374
1,-1,1,0.154956714,-1.968911734
-1,1,1,0.192971245,-1.959269931
-1,1,1,0.230667143,-1.948896847
-1,1,1,0.268030393,-1.937801272
-1,-1,1,0.305047207,-1.925992264
-1,1,1,0.341704019,-1.913479142
1,-1,1,0.377987499,-1.900271481
-1,1,1,0.413884552,-1.886379108
-1,1,1,0.449382325,-1.871812097
1,-1,1,0.484468213,-1.856580758
-1,1,1,0.51912986,-1.84069564
-1,1,1,0.553355166,-1.824167515
1,-1,1,0.587132289,-1.807007381
-1,1,1,0.620449653,-1.78922645
1,-1,1,0.653295945,-1.770836147
-1,1,1,0.685660128,-1.751848096
1,-1,1,0.717531436,-1.732274123
-1,1,1,0.748899382,-1.712126245
1,-1,1,0.779753761,-1.691416661
-1,-1,1,0.810084653,-1.670157752
-1,1,1,0.839882425,-1.64836207
1,-1,1,0.869137734,-1.626042331
-1,1,1,0.897841531,-1.603211413
-1,1,1,0.925985065,-1.579882344
-1,1,1,0.953559881,-1.5560683
1,-1,1,0.980557825,-1.531782594
-1,1,1,1.006971047,-1.507038672
-1,1,1,1.032792003,-1.481850107
1,-1,1,1.058013454,-1.45623059
-1,1,1,1.082628471,-1.430193923
-1,1,1,1.106630434,-1.403754014
1,-1,1,1.130013037,-1.37692487
-1,1,1,1.152770286,-1.349720589
1,-1,1,1.1748965,-1.322155353
-1,1,1,1.196386314,-1.294243423
-1,1,1,1.21723468,-1.265999129
1,1,1,1.237436867,-1.237436867
1,-1,1,1.256988459,-1.208571088
1,-1,1,1.27588536,-1.179416295
1,-1,1,1.294123791,-1.149987033
-1,1,1,1.311700291,-1.120297883
1,-1,1,1.328611717,-1.090363457
-1,1,1,1.344855244,-1.060198388
1,-1,1,1.360428365,-1.029817326
-1,1,1,1.37532889,-0.999234929
1,-1,1,1.389554945,-0.968465858
-1,1,1,1.403104971,-0.937524768
-1,1,1,1.415977724,-0.906426305
1,-1,1,1.428172275,-0.875185096
-1,1,1,1.439688007,-0.843815742
-1,1,1,1.450524612,-0.812332814
1,-1,1,1.460682094,-0.780750845
1,-1,1,1.470160765,-0.749084325
1,-1,1,1.478961242,-0.717347689
1,-1,1,1.487084447,-0.68555532
1,-1,1,1.494531605,-0.653721534
-1,1,1,1.50130424,-0.621860578
1,-1,1,1.507404176,-0.589986622
1,-1,1,1.512833529,-0.558113755
-1,1,1,1.517594712,-0.526255976
-1,1,1,1.521690426,-0.494427191
1,-1,1,1.52512366,-0.462641204
-1,1,1,1.527897688,-0.430911714
-1,1,1,1.530016065,-0.399252306
-1,1,1,1.531482625,-0.367676448
-1,1,1,1.532301476,-0.336197484
1,-1,1,1.532477001,-0.304828628
-1,1,1,1.532013847,-0.273582961
1,-1,1,1.530916928,-0.242473421
-1,1,1,1.529191419,-0.211512802
-1,1,1,1.526842753,-0.180713749
1,-1,1,1.523876613,-0.150088746
1,-1,1,1.520298934,-0.119650121
1,-1,1,1.516115895,-0.089410033
1,-1,1,1.511333917,-0.059380471
1,-1,1,1.505959656,-0.029573249
1,-1,1,1.5,-9.18E-16
-1,1,1,1.493462065,0.029327828
1,-1,1,1.486353191,0.058398976
-1,1,1,1.478680935,0.087202378
-1,1,1,1.470453067,0.115727166
-1,1,1,1.461677567,0.143962675
-1,1,1,1.452362618,0.171898444
-1,1,1,1.442516602,0.199524223
1,-1,1,1.432148094,0.226829974
1,-1,1,1.421265858,0.253805879
-1,1,1,1.409878841,0.280442338
-1,1,1,1.397996168,0.306729975
-1,1,1,1.385627137,0.332659643
1,-1,1,1.372781212,0.358222425
-1,1,1,1.359468021,0.383409635
-1,1,1,1.345697347,0.408212827
-1,1,1,1.331479123,0.432623792
-1,-1,1,1.316823427,0.456634563
-1,1,1,1.301740479,0.480237417
1,-1,1,1.286240629,0.503424878
1,-1,1,1.270334357,0.52618972
1,-1,1,1.254032266,0.548524965
-1,1,1,1.237345074,0.570423892
1,-1,1,1.22028361,0.591880033
-1,1,1,1.202858808,0.612887175
1,-1,1,1.185081699,0.633439365
-1,1,1,1.166963409,0.653530911
1,-1,1,1.148515151,0.673156378
-1,1,1,1.129748218,0.692310598
1,-1,1,1.110673977,0.710988663
1,-1,1,1.091303866,0.729185931
1,1,1,1.071649386,0.746898023
-1,1,1,1.051722093,0.764120828
-1,1,1,1.031533596,0.7808505
1,-1,1,1.011095549,0.79708346
-1,1,1,0.990419643,0.812816395
1,-1,1,0.969517606,0.828046262
1,-1,1,0.94840119,0.842770281
-1,1,1,0.927082168,0.856985941
-1,1,1,0.905572331,0.870690999
1,-1,1,0.883883476,0.883883476
-1,1,1,0.862027407,0.896561661
1,-1,1,0.840015923,0.908724105
1,1,1,0.817860814,0.920369627
-1,1,1,0.795573859,0.931497308
1,-1,1,0.773166815,0.94210649
1,-1,1,0.750651414,0.952196779
-1,1,1,0.728039355,0.961768039
1,-1,1,0.705342303,0.970820393
-1,1,1,0.682571878,0.979354223
-1,1,1,0.659739652,0.987370165
1,-1,1,0.636857144,0.994869107
-1,1,1,0.613935814,1.001852193
-1,-1,1,0.590987055,1.008320814
-1,1,1,0.568022193,1.014276608
-1,-1,1,0.545052477,1.019721462
-1,1,1,0.522089075,1.024657503
1,-1,1,0.499143069,1.0290871
1,-1,1,0.476225451,1.03301286
1,-1,1,0.453347117,1.036437626
-1,1,1,0.430518861,1.039364474
1,-1,1,0.407751372,1.041796708
-1,1,1,0.385055226,1.043737861
-1,1,1,0.362440886,1.045191689
1,-1,1,0.339918694,1.046162168
1,1,1,0.317498866,1.046653492
1,-1,1,0.295191489,1.04667007
-1,1,1,0.273006518,1.046216519
-1,1,1,0.250953766,1.045297664
-1,1,1,0.229042907,1.043918536
-1,1,1,0.207283467,1.04208436
-1,1,1,0.185684821,1.039800563
-1,1,1,0.164256188,1.037072758
1,-1,1,0.143006632,1.033906749
1,-1,1,0.12194505,1.030308524
-1,-1,1,0.101080176,1.026284249
-1,1,1,0.080420573,1.021840267
1,-1,1,0.059974631,1.01698309
-1,1,1,0.039750563,1.011719399
1,-1,1,0.019756403,1.006056036
-1,1,1,2.45E-15,1
-1,1,1,-0.019510982,0.993558445
1,-1,1,-0.038769068,0.986738673
1,-1,1,-0.057766976,0.97954813
1,-1,1,-0.076497618,0.9719944
-1,1,1,-0.094954105,0.964085204
1,-1,1,-0.113129745,0.95582839
1,-1,1,-0.131018052,0.947231932
-1,-1,1,-0.148612742,0.938303924
-1,1,1,-0.165907739,0.929052574
1,-1,1,-0.182897177,0.9194862
-1,1,1,-0.199575399,0.909613227
-1,1,1,-0.215936962,0.899442176
-1,1,1,-0.231976636,0.888981666
-1,-1,1,-0.247689411,0.878240403
-1,1,1,-0.263070489,0.867227179
-1,1,1,-0.278115295,0.855950865
1,-1,1,-0.292819473,0.844420404
1,1,1,-0.307178888,0.832644811
-1,1,1,-0.321189628,0.820633161
1,-1,1,-0.334848003,0.808394591
1,-1,1,-0.348150549,0.795938288
-1,1,1,-0.361094024,0.783273487
1,-1,1,-0.373675412,0.770409468
-1,1,1,-0.385891925,0.757355546
1,1,1,-0.397740997,0.744121067
1,1,1,-0.40922029,0.730715406
1,-1,1,-0.420327692,0.717147958
1,-1,1,-0.431061316,0.703428136
-1,1,1,-0.441419502,0.68956536
1,-1,1,-0.451400814,0.67556906
1,-1,1,-0.461004043,0.661448664
1,-1,1,-0.470228202,0.647213595
1,-1,1,-0.479072529,0.632873269
1,-1,1,-0.487536485,0.618437083
-1,-1,1,-0.495619753,0.603914417
1,-1,1,-0.503322237,0.589314623
-1,1,1,-0.510644062,0.574647026
1,-1,1,-0.517585568,0.559920913
-1,1,1,-0.524147318,0.545145533
-1,1,1,-0.530330086,0.530330086
1,-1,1,-0.536134863,0.515483726
1,-1,1,-0.541562851,0.50061555
1,-1,1,-0.546615464,0.485734595
-1,1,1,-0.551294325,0.470849835
-1,1,1,-0.555601263,0.455970173
-1,1,1,-0.559538313,0.441104439
-1,1,1,-0.563107712,0.426261384
1,-1,1,-0.566311896,0.411449677
1,-1,1,-0.569153501,0.396677897
1,-1,1,-0.571635358,0.381954535
-1,1,1,-0.57376049,0.367287982
-1,1,1,-0.575532111,0.352686531
-1,1,1,-0.576953621,0.338158368
-1,1,1,-0.578028605,0.323711572
-1,1,1,-0.57876083,0.309354109
1,1,1,-0.579154241,0.295093825
1,-1,1,-0.579212958,0.280938449
1,-1,1,-0.578941273,0.266895583
-1,1,1,-0.578343648,0.252972701
-1,1,1,-0.577424708,0.239177145
-1,1,1,-0.576189241,0.225516122
-1,1,1,-0.574642193,0.211996697
-1,1,1,-0.572788666,0.198625796
1,-1,1,-0.57063391,0.185410197
-1,-1,1,-0.568183324,0.172356527
1,-1,1,-0.565442451,0.159471264
1,-1,1,-0.562416972,0.146760729
-1,1,1,-0.559112704,0.134231084
1,1,1,-0.555535595,0.121888331
1,-1,1,-0.55169172,0.109738306
1,-1,1,-0.547587279,0.097786681
-1,1,1,-0.543228587,0.086038956
1,-1,1,-0.538622079,0.074500461
-1,1,1,-0.533774296,0.063176351
1,1,1,-0.528691886,0.052071606
1,-1,1,-0.5233816,0.041191025
-1,-1,1,-0.517850285,0.030539229
1,-1,1,-0.512104881,0.020120656
-1,1,1,-0.506152415,0.009939557
-1,-1,1,-0.5,3.67E-16
1,-1,1,-0.493654825,-0.009694136
-1,1,1,-0.487124155,-0.01913916
-1,1,1,-0.480415325,-0.028331574
1,-1,1,-0.473535734,-0.03726807
-1,1,1,-0.466492841,-0.045945535
-1,1,1,-0.459294161,-0.054361046
1,-1,1,-0.451947262,-0.062511881
1,-1,1,-0.444459753,-0.070395509
1,-1,1,-0.43683929,-0.078009599
-1,1,1,-0.42909356,-0.085352016
